free_text,label_id,is_synthetic,temp_id,quality_score
Tiếng là fan cứng đăng bài mà đ' được duyệt 🙂.,1,True,48,5
Tuổi loz đòi ăn nói với anh t.,1,True,49,5
Chả giống ai trên cái quả đất này.,1,True,50,5
"Rảnh rỗi vcl bấm vào xem làm chi rồi chửi người ta, hài vãi.",1,True,51,5
Càng nói càng ngu... Học lắm vào sinh ra đần độn... cũng tội mà kệ đi.,1,True,52,5
Ok vl.,1,True,53,5
Chả có chữ nào cả! Mua bằng thì đúng hơn.,1,True,54,3
Điên tiết.,1,True,55,5
Đợi cái loz 😉,1,True,56,5
"Crush tồi tệ vãi, chả biết tán tỉnh đứa nào đây :))",1,True,57,5
"Gia Minh thầy bị úp sọt chứ có đánh đấm gì đâu, petland chơi ngu vcl ra :))",1,True,58,3
Thế quái gì đây :v,1,True,59,5
"Sao không mở đầu bằng ""ĐỊT MẸ"" cho nó máu, hay hơn không",1,True,60,5
Hay ho con cặc gì mà tối ngày chỉ biết đụ với địt,1,True,61,5
"Đời nhiều lúc nó như lồn vậy, các ông ạ :(",1,True,62,5
Biệt danh mất dạy,1,True,63,5
Nhảm nhí vãi lồn,1,True,64,5
"Ngon cc anh, em mà chào anh thì chỉ có đốt nhà thôi",1,True,65,5
"Vui bên em, bóp vếu ngoài đường 🤭🤭🤭",1,True,66,5
"Ôi dm, phát biểu như thế này thì dân như đồ ngu chắc",1,True,67,5
"Địt mẹ, kiểm tra nội bộ 😂. Cứ như dùng tay ngoáy c#c vậy ad nhỉ.",1,True,68,5
Nội địa nó lột cái quần xì ra làm gì vậy :)),1,True,69,5
Tan nát hết rồi,1,True,70,3
Toàn bọn chó,1,True,71,5
"Thế là m cũng nằm im cho nó thịt à?:v Má ơi, sao lại để yên cho nó hành hạ thế?",1,True,72,5
Tao sẽ phi ra đó rồi bem một bãi cho bõ ghét.,1,True,73,5
Mặt thì chả có tí phúc đức nào cả...Mồm thì cứ chửi như hát hay.,1,True,74,5
Đệt! =)) Má nó chứ!,1,True,75,5
Ra khỏi khu cách ly rồi tha hồ ôm gạch🧱🧱 từ dư luận về xây biệt thự cho đỡ bí bách.,1,True,76,3
"M không cộng thì cho xin cái đề, đáp án trước đi. Kiểu gì chả toang! ĐỜI...",1,True,77,5
Tao xỉu ngang xỉu dọc...chuyện toàn ảo tưởng.,1,True,78,3
"Hết anh Chung, Hà Nội lại có thêm drama về y đức của chị Tiến ruồi_Bệnh viện đa khoa Xanh Pôn chơi trò gian lận kết quả, bớt xén đồ nghề xét nghiệm HIV & viêm gan B của bệnh nhân.",1,True,79,5
Ĩ khùng 😑 Sao lại thế này?,1,True,80,5
Loạn cào cào hết cả rồi . Hazz . Mệt mỏi thật sự.,1,True,81,5
Cướp ngày bệnh cướp đêm mà. Bọn nó bị bệnh lây lan là phải rồi.,1,True,82,5
"Ád, mỉa mai vãi cả chưởng nhưng tao lại thích.",1,True,83,5
dm linkkkkkkkkkkkk! Mịa ơi!,1,True,84,5
Như thằng dở người.,1,True,85,5
"Phí cả thời gian, bố mày đợi chắc tán đổ con khác lâu rồi =))",1,True,86,5
thầy phải ráng đem cúp về cho bằng được - hài hước vl,1,True,87,5
"A vẫn cứ chăm chỉ nỗ lực, cố gắng hết sức, đến khi nào lỗ đít của a mọc ra đinh mới chịu 🤧🤧 Vừa đấm vừa xoa .. Rap hay vcl 🤣🤣🤣",1,True,88,5
tỉnh táo vcl,1,True,89,5
cà khịa vãi l = )))),1,True,90,5
"Rảnh rỗi sinh nông nổi, rảnh rỗi sinh ra dẹo, vô coi chửi người ta, đúng là hết thuốc chữa",1,True,91,5
"Nghe mùi đa cấp kinh bỏ mẹ chưa là gì trong cái xã hội này đâu, bớt dạy đời đi mấy đứa chạy xe máy, chưa biết họ có bao nhiêu đất ở cầu giấy đâu",1,True,92,5
"Toang cmnr top 4 còn chưa có, lại còn thế này :))",1,True,93,5
sai vcl,1,True,94,5
Sao cứ chuyện gì cũng kêu lỗ là sao nhỉ .,1,True,95,5
Hahaha súng bắn xạo VL,1,True,96,5
Chúc hai bạn trẻ hạnh phúc nhé 🤣,1,True,97,5
Càng ác thì dân càng nhìn thấy lưng,1,True,98,5
Bảo người ta ngu thì tự ái,1,True,99,5
"Mấy em cứ vứt BVS ra đây, thích xài loại nào... Chị 3 tài trợ cho xài đến hết luôn.",1,True,100,3
Mặt cứ như là dân xã hội đen vậy =.=,1,True,101,3
M* có cái gì mà nghĩ linh tinh vậy m ? Má ơi 😨😨,1,True,102,5
Tưởng bở gì mà nghĩ lung tung vậy má 😨😨,1,True,103,5
"Chả lẽ nước nào nhận lao động nước ngoài thì trình độ nước đó phèn?? óc chó vcl. Ngành luyện kim: công ty nào mở ra cũng cho nhân viên ra nước ngoài thực tập (đa phần là Tàu khựa), do trình độ cùi bắp với lại lười chảy thây, bất cẩn vcl. Các nhà thầu TQ toàn...",1,True,104,3
"Chẳng lẽ cứ nước nào có lao động nước ngoài là trình độ kém à?? ngu vãi. Mấy thằng ngành luyện kim: mở cty ra toàn cho nhân viên đi thực tập nước ngoài (chủ yếu Tàu), do chuyên môn yếu với lại lười, bất cẩn vcl. Các nhà thầu TQ thì...",1,True,105,3
"Theo tao thì tao thấy bài này như cứt nhé, không hay bằng mấy bài trước 😁",1,True,106,5
"Theo tao thì thấy bài này như cc, chán hơn mấy bài trước 😁",1,True,107,5
Admin ban mấy thằng câu like chúc tết giùm cái. Nhìn bọn này ngứa mắt vcl,1,True,108,5
Admin block mấy thằng câu like chúc năm mới giùm tao. Dị ứng với bọn này vcl,1,True,109,5
Mày không xem thì biến dùm tao,1,True,110,5
Mày không xem thì cút dùm tao,1,True,111,5
"Tiền người ta gửi ra nước ngoài hết rồi, lấy đâu ra mà ủng hộ nữa.",1,True,112,3
"Tiền người ta gửi ra nước ngoài hết rồi, lấy gì ra ủng hộ.",1,True,113,3
"Cay vãi, đang hay lại nhớ mấy chuyện sân si suýt cười ỉa =)))))) Triệu Huy Tú",1,True,114,5
"Ức chế vãi, đang phê lại nhớ chuyện bực mình suýt cười ỉa =)))))) Triệu Huy Tú",1,True,115,5
Nói cái gì mà tao đéo hiểu từ đầu tới cuối,1,True,116,5
Nói cái gì tao nghe không hiểu gì hết,1,True,117,5
Yêu nhau không bao giờ được dụ nha anh . Nhưng mà phải liếm l*n nha anh 🤣🤣🤣🤣🤣🤣,1,True,118,5
Yêu nhau không được dụ nha anh . Nhưng mà phải mút l*n nha anh 🤣🤣🤣🤣🤣🤣,1,True,119,5
Tao chỉ muốn bóng đá thua mẹ luôn mấy trận đầu cho xong... Đỡ tốn tiền thuế của tao 😠,1,True,120,5
Tao chỉ mong bóng đá thua banh xác luôn mấy trận đầu cho xong... Đỡ tốn tiền thuế của tao 😠,1,True,121,5
"Thôi xong, ăn cứt rồi.",1,True,122,5
"Xong phim, ăn lol rồi.",1,True,123,5
"Con nhỏ này nói chuyện ngông cuồng, mày có làm được hôn",1,True,124,5
"Con nhỏ này nói chuyện xàm, mày làm được không?",1,True,125,5
"Lee Sin lol, mẹ giáo án kiểm soát của thầy Tú",1,True,126,5
"Lee Sin, giáo án kiểm soát của thầy Tú ngu vcl",1,True,127,5
Nhà quê vcl 😒,1,True,128,5
Nhà quê vãi l** 😒,1,True,129,5
Thèm thuồng vcl,1,True,130,5
Nhìn cứ như hàng fake ấy :v,1,True,131,5
Trông chả khác gì diễn sâu cả!,1,True,132,5
Não tàn hơn cả con muỗi luôn á.,1,True,133,5
"Đầu óc kiểu gì í, chán đời thật sự.",1,True,134,5
"Uống nước lọc cũng thành tội, bó tay.",1,True,135,5
"Uống nước thôi cũng bị bắt, căng đét.",1,True,136,5
"Đầu trận thì oai phong lẫm liệt, vcl.",1,True,137,5
"Vào trận thì như cứt, chán.",1,True,138,5
"Mé, có cái beep gì mà đòi nghĩ, má ơi 😨😨",1,True,139,5
Đéo hiểu sao lại nghĩ ra mấy cái trò này.,1,True,140,5
"Lê Chánh Huy, vl, học nhật văn như thần luôn 🤣",1,True,141,5
"Lê Chánh Huy, vãi cả chưởng, trình độ khỏi bàn.",1,True,142,5
Mạng mẽo như cái bẹn ý 😏,1,True,143,5
"Mạng lag như con rùa, chán!",1,True,144,5
Cuộc sống càng thêm thú vị khi mày xamlol,1,True,145,5
Đời thêm màu sắc khi mày dở hơi.,1,True,146,5
Mất cái ngàn vàng =)))),1,True,147,5
Đi đời nhà ma luôn =)))),1,True,148,5
Tĩnh Que còn hát cho nhau nghe được thì mấy cái chúc mừng này thấm đ' gì.,1,True,149,5
"Tĩnh Que hát còn hay hơn, mấy lời chúc này vứt.",1,True,150,5
Não còn chậm hơn cả điểm toán của tao.,1,True,151,5
Óc còn chậm hơn cả rùa bò.,1,True,152,5
Nhìn phát là thấy ghét,1,True,153,5
Nhìn muốn đấm vào mặt.,1,True,154,5
Cháu cũng làm cc gì.,1,True,155,5
Cháu cũng có khác gì đâu.,1,True,156,5
Nay bú hơi nhiều.,1,True,157,5
Hôm nay say hơn mọi ngày.,1,True,158,5
Nói ý thức như đb thì tội cho đb quá. Đ m,1,True,159,5
Nói như thế thì tội cho đb quá. Mẹ kiếp.,1,True,160,5
"Đọc xong cái bài báo, buồn muốn chớt, đéo thể tin đc.",1,True,161,5
"Đọc xong bài báo, chán vl, éo tả nổi.",1,True,162,5
"Xàm loz vãi, chịu.",1,True,163,5
"Xàm xí, éo thể tin được.",1,True,164,5
"Mặc đồ như cứt, vcl.",1,True,165,5
"Mặc đồ như shit, nhìn ngứa cả mắt.",1,True,166,5
"Má ơi, cười ỉa.",1,True,167,4
Haha vcl.,1,True,168,4
"Tao chả hiểu sao tao éo quan tâm đến chính trị nữa, kệ mẹ nó, cứ làm điều mình thích.",1,True,169,5
"Chả hiểu sao tao chả thèm quan tâm đến mấy cái chính trị, cứ thích gì làm nấy.",1,True,170,5
Cà khịa vcl.,1,True,171,5
Chọc ngoáy vãi cả linh hồn.,1,True,172,5
Vcl haha.,1,True,173,4
Haha vcl.,1,True,174,4
Trẻ trâu vãi loz.,1,True,175,5
Mấy thằng nhóc óc bã đậu.,1,True,176,5
"Mẹ kiếp, sủa nghe muốn ói.",1,True,177,5
"Đm, sủa như chó, thối cả mồm.",1,True,178,5
"Thông minh thì éo bằng thằng Nhật, nhưng mà đểu cáng thì hơn người.",1,True,179,5
"Khôn lỏi thì hơn người Nhật, ngu thì thôi rồi.",1,True,180,5
"Thằng to ăn nhiều, thằng bé ăn ít, đúng là cái xã hội chó má.",1,True,181,5
Toàn mấy trò đời chó má.,1,True,182,5
Như lồn.,1,True,183,5
Như buồi.,1,True,184,5
Loạn cả lên.,1,True,185,3
Hỗn loạn vãi.,1,True,186,3
"Khiếp, mồm ông ấy đúng là huyền thoại luôn.",1,True,187,5
"Khiếp, cái mồm của ông đúng là kinh dị.",1,True,188,5
"Má ơi, ok luôn.",1,True,189,5
"Thì cứ nhận fake đi, bày đặt. Hàng đểu, bình dân vcl",1,True,190,5
"Ối dồi ôi, bỏ 33s cuộc đời ra cười. Tốn time mà chả được cái mẹ gì",1,True,191,5
Toàn lũ chó,1,True,192,5
Nhìn ngứa mắt vãi,1,True,193,5
"Lấy thẻ đảng làm cái gì? Tờ giấy lộn mà cũng lừa được người, còn cảnh cáo nữa chứ",1,True,194,5
Thèm qúa Abe ơi :)),1,True,195,5
Cái địt mẹ,1,True,196,5
"Lạc hậu, nghèo đói, trộm cướp...thời đại rực cmnr",1,True,197,5
Nghe giọng nứng quá Abe :)),1,True,198,5
Đm chán vcl,1,True,199,5
"Nói như cứt, làm nô lệ cho thằng nào cũng khổ... Tự thân vận động đi",1,True,200,5
Chết với cộng sản thôi,1,True,201,5
Coi con cặc,1,True,202,5
"Thì cứ nhận fake đi, bày đặt. Hàng đểu, bình dân vcl",1,True,203,5
Tế :)),1,True,204,3
"Sao mày nắn bóp ti bà ngoại thế 😂😂😂😂, Mày định làm gì bà hả?",1,True,205,5
"dm xem kinh vãi cả linh hồn😅😅, Tởm hết cả người.",1,True,206,5
"Cu tí khỏe, cu tí phê, nghiện ngập suốt ngày :v, Sướng cả ngày luôn.",1,True,207,5
"Máu lồn đỏ chót như đến ngày đèn đỏ, Nhìn cái thấy ghê.",1,True,208,5
"Nhờ có mày đời tao mới lên, đéo cần mày nữa.",1,True,209,5
"Lại Hợp Sâm cái gì thế ????, Tao không hiểu luôn.",1,True,210,5
"Đéo còn gì để nói, Tịt cmnr.",1,True,211,5
"ĐM, chắc lại rút kinh nghiệm thôi, Biết ngay mà.",1,True,212,5
"Địt mẹ, ông chú tao được bạn gửi cho cái hộp quẹt zippo hơn 100 đô, Nhận hàng thì chỉ còn cái hộp rỗng, hộp quẹt bị bọn trộm nó lấy mất.",1,True,213,5
"Lê Thị Trang đắt vcd, Giá trên trời luôn.",1,True,214,5
"Đọc xong bài báo buồn vl, Buồn ỉa đéo chịu được.",1,True,215,5
"Cho em xem vú chị có đẹp không, Em sẽ cho vợ em bú luôn.",1,True,216,5
"Vãi cả lìn, bỏ 33 giây cuộc đời ra để cười, Tốn thời gian mà chả được cái mẹ gì.",1,True,217,5
"Clm =)), dm cười ỉa.",1,True,218,5
"Em đéo ra Cao Bằng gặp anh được đcm, Bực mình thật.",1,True,219,5
Tha thứ cc cho cái loại mất dạy này.,1,True,220,5
Ngày nào cũng bị chịch đít đấy :),1,True,221,5
Nó không biết nhục hả?,1,True,222,3
Sao lại bóp vếu bà ngoại thế 😂😂😂😂?,1,True,223,5
Cái mặt như dân chơi vậy =.=,1,True,224,1
Mẹ kiếp. Sắp được chén mà cứ lên sóng cc,1,True,225,5
"Đ*t m* nó. Đang ăn cơm nghe đến đoạn bôi c** mũi, c** mèo Đức Phan thật là :)))",1,True,226,5
Chờ l*n 😉,1,True,227,5
Tin tức như c*t,1,True,228,5
Dân mà chọn chắc thần kinh có vấn đề thật,1,True,229,3
"Tụi tui không dám nói sau giải phóng, chỉ dám nghệ thuật hóa sự kiện sau 75, TỪ NGÀY ĐỨT PHIM...🤣🤣🤣 khổ quá.",1,True,230,5
Quan chức lương thì cũng như mình thôi. Nhưng ai lên làm quan toàn nhà lầu xe hơi. Lạ thật.,1,True,231,3
Dạng háng ra chứ gì,1,True,232,5
éo nha liu liu,1,True,233,5
Dm quảng cáo :)),1,True,234,3
"Mõm l*n gì mà mồm điêu thế, đúng là khẩu nghiệp của làng hài!",1,True,235,5
"Cố gắng từ chiếc xe đạp cùi bắp lên được xe ba gác, toàn nói như cái l*n",1,True,236,5
"Bảo sao ung thư ở Việt Nam ngày càng nhiều, chán!",1,True,237,3
Mặt cứ như thằng điên,1,True,238,3
"Đ*o mẹ chúng nó bán sạch rồi, còn đâu của mình nữa",1,True,239,5
Diễn tập chống khủng bố ở Sài Gòn.,1,True,260,1
"Dkm, chán vcl",1,True,261,5
Nguyễn Hạnh có nhiều tiền để làm gì?? Để đi rước dịch về cho nước nhà :((,1,True,262,5
"Nhị Thắng chốt hạ câu được lên top luôn, vãi cả chưởng😂",1,True,263,5
"Chúng nó bảo ngày đấy là ""giải phóng"" miền nam 🤣",1,True,264,5
Vcl thật sự luôn á.,1,True,265,5
"Má ơi, vãi cả linh hồn.",1,True,266,5
Chắc chắn là quay clip 18+ ngon ơ luôn.,1,True,267,5
Chắc chắn là làm được mấy cái phim cấp 3 rồi.,1,True,268,5
"Tao không hiểu sao tao lại đéo quan tâm đến mấy chuyện chính trị nữa, cái gì tới thì kệ mẹ nó, cứ làm điều mình thích thôi.",1,True,269,5
"Tao chả hiểu sao tao lại hết quan tâm đến mấy cái drama chính trị nữa, cứ thích gì làm nấy, kệ cha thiên hạ.",1,True,270,5
Nhảm lồn.,1,True,271,5
Tào lao hết sức.,1,True,272,5
"Bọn phản động ba que mà cứ lôi ảnh Vịt Tần ra chối à? :)) Xong giờ lại lôi ảnh ra cà khịa trong khi biển số xanh là xe gì, được ưu tiên ra sao cũng đéo biết :)) ngu vcl.",1,True,273,5
"Mấy thằng ba que cứ lôi ảnh Vịt Tần ra để bào chữa :)) Giờ lại đi bêu rếu trong khi xe biển xanh là xe gì, được ưu tiên ra sao cũng không thèm tìm hiểu :)) Đúng là ngu hết phần thiên hạ.",1,True,274,5
"Trường hợp này ở chỗ khác tao không biết kêu là gì, chứ ở chỗ tao thì gọi là khùng á.",1,True,275,5
"Chỗ khác gọi là gì không biết, chứ chỗ tao thì cứ gọi là điên.",1,True,276,5
"Cai du ma deo bit dang song trong cai thoi ky gi,ma lam alibaba the ko bit.",1,True,277,5
"Chả hiểu đang sống thời buổi gì nữa, mà làm như alibaba thế này không biết.",1,True,278,5
Lưu Bảo Toàn đọc hại não vcl.,1,True,279,5
Đọc Lưu Bảo Toàn não tàn luôn.,1,True,280,5
Má nứng quá aiu ơi.,1,True,281,5
"Trời ơi, tao thèm quá đi.",1,True,282,5
Xấu người xấu nết nhìn là biết cái miệng đẻ ra trước (khẩu nghiệp).,1,True,283,5
"Xấu cả người lẫn nết, nhìn cái mặt là biết cái mồm đi trước rồi.",1,True,284,5
Ý thức như qq.,1,True,285,5
Ý thức như shit.,1,True,286,5
Hề già.,1,True,287,5
Đồ hề già.,1,True,288,5
Hay lắm nó đi họp cổ đông bị virus thì chết trùm !!! oke hay lắm nghèo khổ có nhau.,1,True,289,5
"Tuyệt vời, nó đi họp cổ đông rồi dính virus thì chết sặc gạch !!! ok, hay lắm, nghèo khổ có nhau.",1,True,290,5
Đĩ mẹ nó lại hỏng mạng🙂.,1,True,291,5
"Đụ má, lại mất mạng🙂.",1,True,292,5
"Ngứa ngáy vl, muốn hóa luôn.",1,True,293,5
"Sân bay Long Thành thiết kế có hẳn 2 đường băng, nhưng mà bọn nó tham nhũng nhiều quá nên mới đội giá lên 16 tỷ đô. Thế mà vẫn còn thắc mắc được.",1,True,294,5
"Cô ba gãi lông lồn, còn mình thì cạo cả bàn thờ nhà nó luôn.",1,True,295,5
Cái lồn cát khô vcl 😂,1,True,296,5
"Nguyễn Sơn mày bị điên à mà ghét thầy Ba thế, tút nào cũng thấy cmt?",1,True,297,5
"Hết thời rồi, giờ xuống núi lấy thun bắn l*n thôi :v",1,True,298,5
Ngu + hối lộ + được cấp quyền = loạn ngôn.,1,True,299,5
Nguyễn Văn Huân sống chậm làm cái đ*o gì?,1,True,300,5
Quá ngu luôn =))),1,True,301,5
Trang này đúng là trang phản động -_- vì ad toàn nói đúng.,1,True,302,5
"Phí cả thanh xuân ra, thời gian bố mày chờ chắc tán đổ con khác lâu rồi =))",1,True,303,5
":v Tự do ngôn luận cái đ*o gì. Cán bộ chửi dân, sỉ nhục dân như chó thì không sao, dân mà phê bình cái thì bị phạt!",1,True,304,5
Bên Mỹ thiếu viện tâm thần à?,1,True,305,5
Ngáo đá thế.,1,True,306,5
Không hèn thì lấy cứt nuôi bụng bầu à?,1,True,307,5
"Ơ hay, tụi nó thích giết ai thì giết à, bắt người khác chết thay tội phạm? Bọn tội phạm chính hiệu đáng chết, phải chết nhiều mạng mới bõ. Còn thằng luật sư có bằng chứng mà giấu, không tố tội phạm thì thành đồng bọn giết người oan uổng... Chính cái thằng luật sư đó phải bị chặt đầu đầu tiên...",1,True,308,5
Coi chừng quả báo đến đấy.,1,True,309,3
Nhìn như cave luôn :)),1,True,310,5
Nay hơi chậm trễ :)) cailozcatkhong,1,True,311,5
"Nói như đúng rồi, cứ ra rả bảo vệ môi trường, nhưng tao vẫn cho nhiệt điện vào đấy, tụi bây làm gì tao? =))) Đúng là đừng tin vào những gì chúng nói.",1,True,312,5
TPHCM đấy. Sài Gòn không như vậy đâu.,1,True,313,3
Dân đói khổ. Mà tại sao còn ăn chặn tiền của dân nghèo vậy trời?,1,True,314,5
"Lỗ đít đây, chơi không?",1,True,315,5
"Không biết phân biệt tốt xấu! Nói chung chung nhưng nghe 10 đời chồng thì khiếp thật, chẳng lẽ 10 lần chồng đều là lỗi của chồng! Phải xem lại nếu ai còn khen! Miền tây  2 đời chồng còn được, chứ 10 đời thì đúng là kinh khủng khiếp.",1,True,316,5
"Nhai đi nhai lại, không thấy chán à?",1,True,317,5
Mặc đồ như cái gì vậy.,1,True,318,5
"Mấy thằng cứ bảo là hư cấu hay chửi ad, thì nghe này: chuyện mất đồ ở sân bay đâu phải 1 lần, mà cả trăm lần rồi, chắc lũ chúng mày bị điếc với mù nên đéo biết :))",1,True,319,5
Giáo án cái gì đây?,1,True,320,3
Vãi cả...,1,True,321,5
Nhìn mà muốn sờ chim vl (((:,1,True,322,5
"Đm, cay cú đến tận óc rồi mà éo dc chửi, tức muốn nổ tung, khác gì nuốt ... thơm lừng.",1,True,323,5
"Mặc đồ chả giống ai, cũng chả giống con gì luôn, cứ gọi là độc nhất vô nhị.",1,True,324,3
Chọc ngoáy Pew vl,1,True,325,3
"Đéo hiểu chúng nó nghĩ cái gì nữa. Chấp hành thì tốt, lại còn giúp nhà nước. Giờ thì thêm quản với ngồi bóc lịch nữa thì toang.",1,True,326,5
"Cái gian hàng trong nhà ga thôi, chứ đéo phải cả cái nhà ga đâu nhá, ngu vãi, ngu cả lũ.",1,True,327,5
Phá hết cho rồi chết. Đời đúng là mong manh dễ vỡ.,1,True,328,3
"Đánh đấm cái gì mà trúng có 20k, xao lol :))",1,True,329,5
"Đéo ai thèm làm, vì chúng nó biết bản thân như nào rồi.",1,True,330,5
Thèm tí không kkkkk,1,True,331,5
Mẹ kiếp,1,True,332,5
Con bóng sa đéc,1,True,333,5
Nhục mặt chửi nhau xong giờ thuê người chửi để con vợ trả tiền kaaaaaa,1,True,334,5
"Chúng nó toàn chọn tôm hùm, cá mú khơi,... chứ đéo thèm chọn cá gần bờ đâu.",1,True,335,3
"Được tiền thì tao hiểu, con đy me.",1,True,336,5
Lừa đảo nhau kekeke,1,True,337,3
"Đánh trúng con mẹ gì mà được có 20k, xao lol :))",1,True,338,5
Mẹ kiếp. Sao bắn không trúng? Để tao bắn cho phát xem có lòi phèo ra không. Cạn lời luôn,1,True,339,5
"Mệt mỏi, muốn nói thì nói mẹ đi",1,True,340,5
Đồ súc vật,1,True,341,5
Nhìn mặt là biết Đai Du rồi... chứ đại gia gì... vàng da thì có.. nói vậy thôi,1,True,342,5
Đồ ngu,1,True,343,5
Ngay cả mở nắp bồn cầu cũng nên đái nhẹ nhàng và lịch sự thôi. Đm mà rớt vài giọt ra mép bồn cầu t nhìn mà tức nhức nách,1,True,344,5
Hết nói nổi 😥😥,1,True,345,3
Kệ xác nhà chúng nó chứ liên quan gì?,1,True,346,5
Thêm chữ đ*t mẹ mày vào nữa :)),1,True,347,5
"Minh Nhật không chết vì dịch, chết vì nổ đt🤣🤣🤣🤣🤣🤣",1,True,348,5
dm hôm nay đường 3m cũng có CA đứng @@,1,True,349,5
Review đề thi toán chiều nay: phòng thi nóng vcc được cái giám thị xinh và đề cũng dễ( hơn năm ngoái ) nên cũng khá ok,1,True,350,3
"Đình Quang đm, anh đẹp trai vãi chưởng, anh mà xấu thì làm gì có đứa nào dám bước chân ra đường hả anh?",1,True,351,5
"Đình Quang đẹp trai vl, nếu anh xấu thì chắc chắn chẳng ai dám ra ngoài luôn á.",1,True,352,5
Khiếp quá!!!! Vô văn hóa thật sự!!! Điên.,1,True,353,5
Trời ơi khiếp thật!!! Vô văn hóa quá đi mất!!! Điên rồ.,1,True,354,5
Lại đéo cay cú gì à.,1,True,355,5
Lại không cay cú nữa hả.,1,True,356,5
Đcm tướng mà bây giờ đi chơi lô tô để mà hy vọng. Vãi cả...,1,True,357,5
Đm tướng mà giờ đi chơi số đề để mà hi vọng. Vãi cả...,1,True,358,5
Clm nó dơ như chó rách luôn á.,1,True,359,5
"Trời má ơi, nó dơ như chó rách vậy á.",1,True,360,5
Quần gì mà nhìn vào thấy mất nết dễ sợ.,1,True,361,5
Quần gì mà nhìn vào thấy hư hỏng dễ sợ luôn.,1,True,362,5
Tất cả cũng chỉ vì mấy thằng bụng phệ óc bã đậu quản lý thôi.,1,True,363,5
Tất cả cũng chỉ vì mấy thằng bụng bự óc bã đậu quản lý hết.,1,True,364,5
