free_text,label_id,is_synthetic
"Dân chủ đâu ra vậy mng, à tên nó là bảo hiểm ""bắt buộc"" chứ gì!",1,True
Vâng ạ mà em buồn vkl anh ơi 😞.,1,True
Tiếng là fan cứng đăng bài mà đ' được duyệt 🙂.,1,True
Tuổi loz đòi ăn nói với anh t.,1,True
Chả giống ai trên cái quả đất này.,1,True
"Rảnh rỗi vcl bấm vào xem làm chi rồi chửi người ta, hài vãi.",1,True
Càng nói càng ngu... Học lắm vào sinh ra đần độn... cũng tội mà kệ đi.,1,True
Ok vl.,1,True
Chả có chữ nào cả! Mua bằng thì đúng hơn.,1,True
Điên tiết.,1,True
Đợi cái loz 😉,1,True
"Crush tồi tệ vãi, chả biết tán tỉnh đứa nào đây :))",1,True
"Gia Minh thầy bị úp sọt chứ có đánh đấm gì đâu, petland chơi ngu vcl ra :))",1,True
Thế quái gì đây :v,1,True
"Sao không mở đầu bằng ""ĐỊT MẸ"" cho nó máu, hay hơn không",1,True
Hay ho con cặc gì mà tối ngày chỉ biết đụ với địt,1,True
"Đời nhiều lúc nó như lồn vậy, các ông ạ :(",1,True
Biệt danh mất dạy,1,True
Nhảm nhí vãi lồn,1,True
"Ngon cc anh, em mà chào anh thì chỉ có đốt nhà thôi",1,True
"Vui bên em, bóp vếu ngoài đường 🤭🤭🤭",1,True
"Ôi dm, phát biểu như thế này thì dân như đồ ngu chắc",1,True
"Địt mẹ, kiểm tra nội bộ 😂. Cứ như dùng tay ngoáy c#c vậy ad nhỉ.",1,True
Nội địa nó lột cái quần xì ra làm gì vậy :)),1,True
Tan nát hết rồi,1,True
Toàn bọn chó,1,True
"Thế là m cũng nằm im cho nó thịt à?:v Má ơi, sao lại để yên cho nó hành hạ thế?",1,True
Tao sẽ phi ra đó rồi bem một bãi cho bõ ghét.,1,True
Mặt thì chả có tí phúc đức nào cả...Mồm thì cứ chửi như hát hay.,1,True
Đệt! =)) Má nó chứ!,1,True
Ra khỏi khu cách ly rồi tha hồ ôm gạch🧱🧱 từ dư luận về xây biệt thự cho đỡ bí bách.,1,True
"M không cộng thì cho xin cái đề, đáp án trước đi. Kiểu gì chả toang! ĐỜI...",1,True
Tao xỉu ngang xỉu dọc...chuyện toàn ảo tưởng.,1,True
"Hết anh Chung, Hà Nội lại có thêm drama về y đức của chị Tiến ruồi_Bệnh viện đa khoa Xanh Pôn chơi trò gian lận kết quả, bớt xén đồ nghề xét nghiệm HIV & viêm gan B của bệnh nhân.",1,True
Ĩ khùng 😑 Sao lại thế này?,1,True
Loạn cào cào hết cả rồi . Hazz . Mệt mỏi thật sự.,1,True
Cướp ngày bệnh cướp đêm mà. Bọn nó bị bệnh lây lan là phải rồi.,1,True
"Ád, mỉa mai vãi cả chưởng nhưng tao lại thích.",1,True
dm linkkkkkkkkkkkk! Mịa ơi!,1,True
Như thằng dở người.,1,True
"Phí cả thời gian, bố mày đợi chắc tán đổ con khác lâu rồi =))",1,True
thầy phải ráng đem cúp về cho bằng được - hài hước vl,1,True
"A vẫn cứ chăm chỉ nỗ lực, cố gắng hết sức, đến khi nào lỗ đít của a mọc ra đinh mới chịu 🤧🤧 Vừa đấm vừa xoa .. Rap hay vcl 🤣🤣🤣",1,True
tỉnh táo vcl,1,True
cà khịa vãi l = )))),1,True
"Rảnh rỗi sinh nông nổi, rảnh rỗi sinh ra dẹo, vô coi chửi người ta, đúng là hết thuốc chữa",1,True
"Nghe mùi đa cấp kinh bỏ mẹ chưa là gì trong cái xã hội này đâu, bớt dạy đời đi mấy đứa chạy xe máy, chưa biết họ có bao nhiêu đất ở cầu giấy đâu",1,True
"Toang cmnr top 4 còn chưa có, lại còn thế này :))",1,True
sai vcl,1,True
Sao cứ chuyện gì cũng kêu lỗ là sao nhỉ .,1,True
Hahaha súng bắn xạo VL,1,True
Chúc hai bạn trẻ hạnh phúc nhé 🤣,1,True
Càng ác thì dân càng nhìn thấy lưng,1,True
Bảo người ta ngu thì tự ái,1,True
"Mấy em cứ vứt BVS ra đây, thích xài loại nào... Chị 3 tài trợ cho xài đến hết luôn.",1,True
Mặt cứ như là dân xã hội đen vậy =.=,1,True
M* có cái gì mà nghĩ linh tinh vậy m ? Má ơi 😨😨,1,True
Tưởng bở gì mà nghĩ lung tung vậy má 😨😨,1,True
"Chả lẽ nước nào nhận lao động nước ngoài thì trình độ nước đó phèn?? óc chó vcl. Ngành luyện kim: công ty nào mở ra cũng cho nhân viên ra nước ngoài thực tập (đa phần là Tàu khựa), do trình độ cùi bắp với lại lười chảy thây, bất cẩn vcl. Các nhà thầu TQ toàn...",1,True
"Chẳng lẽ cứ nước nào có lao động nước ngoài là trình độ kém à?? ngu vãi. Mấy thằng ngành luyện kim: mở cty ra toàn cho nhân viên đi thực tập nước ngoài (chủ yếu Tàu), do chuyên môn yếu với lại lười, bất cẩn vcl. Các nhà thầu TQ thì...",1,True
"Theo tao thì tao thấy bài này như cứt nhé, không hay bằng mấy bài trước 😁",1,True
"Theo tao thì thấy bài này như cc, chán hơn mấy bài trước 😁",1,True
Admin ban mấy thằng câu like chúc tết giùm cái. Nhìn bọn này ngứa mắt vcl,1,True
Admin block mấy thằng câu like chúc năm mới giùm tao. Dị ứng với bọn này vcl,1,True
Mày không xem thì biến dùm tao,1,True
Mày không xem thì cút dùm tao,1,True
"Tiền người ta gửi ra nước ngoài hết rồi, lấy đâu ra mà ủng hộ nữa.",1,True
"Tiền người ta gửi ra nước ngoài hết rồi, lấy gì ra ủng hộ.",1,True
"Cay vãi, đang hay lại nhớ mấy chuyện sân si suýt cười ỉa =)))))) Triệu Huy Tú",1,True
"Ức chế vãi, đang phê lại nhớ chuyện bực mình suýt cười ỉa =)))))) Triệu Huy Tú",1,True
Nói cái gì mà tao đéo hiểu từ đầu tới cuối,1,True
Nói cái gì tao nghe không hiểu gì hết,1,True
Yêu nhau không bao giờ được dụ nha anh . Nhưng mà phải liếm l*n nha anh 🤣🤣🤣🤣🤣🤣,1,True
Yêu nhau không được dụ nha anh . Nhưng mà phải mút l*n nha anh 🤣🤣🤣🤣🤣🤣,1,True
Tao chỉ muốn bóng đá thua mẹ luôn mấy trận đầu cho xong... Đỡ tốn tiền thuế của tao 😠,1,True
Tao chỉ mong bóng đá thua banh xác luôn mấy trận đầu cho xong... Đỡ tốn tiền thuế của tao 😠,1,True
"Thôi xong, ăn cứt rồi.",1,True
"Xong phim, ăn lol rồi.",1,True
"Con nhỏ này nói chuyện ngông cuồng, mày có làm được hôn",1,True
"Con nhỏ này nói chuyện xàm, mày làm được không?",1,True
"Lee Sin lol, mẹ giáo án kiểm soát của thầy Tú",1,True
"Lee Sin, giáo án kiểm soát của thầy Tú ngu vcl",1,True
Nhà quê vcl 😒,1,True
Nhà quê vãi l** 😒,1,True
Thèm thuồng vcl,1,True
Nhìn cứ như hàng fake ấy :v,1,True
Trông chả khác gì diễn sâu cả!,1,True
Não tàn hơn cả con muỗi luôn á.,1,True
"Đầu óc kiểu gì í, chán đời thật sự.",1,True
"Uống nước lọc cũng thành tội, bó tay.",1,True
"Uống nước thôi cũng bị bắt, căng đét.",1,True
"Đầu trận thì oai phong lẫm liệt, vcl.",1,True
"Vào trận thì như cứt, chán.",1,True
"Mé, có cái beep gì mà đòi nghĩ, má ơi 😨😨",1,True
Đéo hiểu sao lại nghĩ ra mấy cái trò này.,1,True
"Lê Chánh Huy, vl, học nhật văn như thần luôn 🤣",1,True
"Lê Chánh Huy, vãi cả chưởng, trình độ khỏi bàn.",1,True
Mạng mẽo như cái bẹn ý 😏,1,True
"Mạng lag như con rùa, chán!",1,True
Cuộc sống càng thêm thú vị khi mày xamlol,1,True
Đời thêm màu sắc khi mày dở hơi.,1,True
Mất cái ngàn vàng =)))),1,True
Đi đời nhà ma luôn =)))),1,True
Tĩnh Que còn hát cho nhau nghe được thì mấy cái chúc mừng này thấm đ' gì.,1,True
"Tĩnh Que hát còn hay hơn, mấy lời chúc này vứt.",1,True
Não còn chậm hơn cả điểm toán của tao.,1,True
Óc còn chậm hơn cả rùa bò.,1,True
Nhìn phát là thấy ghét,1,True
Nhìn muốn đấm vào mặt.,1,True
Cháu cũng làm cc gì.,1,True
Cháu cũng có khác gì đâu.,1,True
Nay bú hơi nhiều.,1,True
Hôm nay say hơn mọi ngày.,1,True
Nói ý thức như đb thì tội cho đb quá. Đ m,1,True
Nói như thế thì tội cho đb quá. Mẹ kiếp.,1,True
"Đọc xong cái bài báo, buồn muốn chớt, đéo thể tin đc.",1,True
"Đọc xong bài báo, chán vl, éo tả nổi.",1,True
"Xàm loz vãi, chịu.",1,True
"Xàm xí, éo thể tin được.",1,True
"Mặc đồ như cứt, vcl.",1,True
"Mặc đồ như shit, nhìn ngứa cả mắt.",1,True
"Má ơi, cười ỉa.",1,True
Haha vcl.,1,True
"Tao chả hiểu sao tao éo quan tâm đến chính trị nữa, kệ mẹ nó, cứ làm điều mình thích.",1,True
"Chả hiểu sao tao chả thèm quan tâm đến mấy cái chính trị, cứ thích gì làm nấy.",1,True
Cà khịa vcl.,1,True
Chọc ngoáy vãi cả linh hồn.,1,True
Vcl haha.,1,True
Haha vcl.,1,True
Trẻ trâu vãi loz.,1,True
Mấy thằng nhóc óc bã đậu.,1,True
"Mẹ kiếp, sủa nghe muốn ói.",1,True
"Đm, sủa như chó, thối cả mồm.",1,True
"Thông minh thì éo bằng thằng Nhật, nhưng mà đểu cáng thì hơn người.",1,True
"Khôn lỏi thì hơn người Nhật, ngu thì thôi rồi.",1,True
"Thằng to ăn nhiều, thằng bé ăn ít, đúng là cái xã hội chó má.",1,True
Toàn mấy trò đời chó má.,1,True
Như lồn.,1,True
Như buồi.,1,True
Loạn cả lên.,1,True
Hỗn loạn vãi.,1,True
"Khiếp, mồm ông ấy đúng là huyền thoại luôn.",1,True
"Khiếp, cái mồm của ông đúng là kinh dị.",1,True
"Má ơi, ok luôn.",1,True
"Thì cứ nhận fake đi, bày đặt. Hàng đểu, bình dân vcl",1,True
"Ối dồi ôi, bỏ 33s cuộc đời ra cười. Tốn time mà chả được cái mẹ gì",1,True
Toàn lũ chó,1,True
Nhìn ngứa mắt vãi,1,True
"Lấy thẻ đảng làm cái gì? Tờ giấy lộn mà cũng lừa được người, còn cảnh cáo nữa chứ",1,True
Thèm qúa Abe ơi :)),1,True
Cái địt mẹ,1,True
"Lạc hậu, nghèo đói, trộm cướp...thời đại rực cmnr",1,True
Nghe giọng nứng quá Abe :)),1,True
Đm chán vcl,1,True
"Nói như cứt, làm nô lệ cho thằng nào cũng khổ... Tự thân vận động đi",1,True
Chết với cộng sản thôi,1,True
Coi con cặc,1,True
"Thì cứ nhận fake đi, bày đặt. Hàng đểu, bình dân vcl",1,True
Tế :)),1,True
"Sao mày nắn bóp ti bà ngoại thế 😂😂😂😂, Mày định làm gì bà hả?",1,True
"dm xem kinh vãi cả linh hồn😅😅, Tởm hết cả người.",1,True
"Cu tí khỏe, cu tí phê, nghiện ngập suốt ngày :v, Sướng cả ngày luôn.",1,True
"Máu lồn đỏ chót như đến ngày đèn đỏ, Nhìn cái thấy ghê.",1,True
"Nhờ có mày đời tao mới lên, đéo cần mày nữa.",1,True
"Lại Hợp Sâm cái gì thế ????, Tao không hiểu luôn.",1,True
"Đéo còn gì để nói, Tịt cmnr.",1,True
"ĐM, chắc lại rút kinh nghiệm thôi, Biết ngay mà.",1,True
"Địt mẹ, ông chú tao được bạn gửi cho cái hộp quẹt zippo hơn 100 đô, Nhận hàng thì chỉ còn cái hộp rỗng, hộp quẹt bị bọn trộm nó lấy mất.",1,True
"Lê Thị Trang đắt vcd, Giá trên trời luôn.",1,True
"Đọc xong bài báo buồn vl, Buồn ỉa đéo chịu được.",1,True
"Cho em xem vú chị có đẹp không, Em sẽ cho vợ em bú luôn.",1,True
"Vãi cả lìn, bỏ 33 giây cuộc đời ra để cười, Tốn thời gian mà chả được cái mẹ gì.",1,True
"Clm =)), dm cười ỉa.",1,True
"Em đéo ra Cao Bằng gặp anh được đcm, Bực mình thật.",1,True
Tha thứ cc cho cái loại mất dạy này.,1,True
Ngày nào cũng bị chịch đít đấy :),1,True
Nó không biết nhục hả?,1,True
Sao lại bóp vếu bà ngoại thế 😂😂😂😂?,1,True
Cái mặt như dân chơi vậy =.=,1,True
Mẹ kiếp. Sắp được chén mà cứ lên sóng cc,1,True
"Đ*t m* nó. Đang ăn cơm nghe đến đoạn bôi c** mũi, c** mèo Đức Phan thật là :)))",1,True
Chờ l*n 😉,1,True
Tin tức như c*t,1,True
Dân mà chọn chắc thần kinh có vấn đề thật,1,True
"Tụi tui không dám nói sau giải phóng, chỉ dám nghệ thuật hóa sự kiện sau 75, TỪ NGÀY ĐỨT PHIM...🤣🤣🤣 khổ quá.",1,True
Quan chức lương thì cũng như mình thôi. Nhưng ai lên làm quan toàn nhà lầu xe hơi. Lạ thật.,1,True
Dạng háng ra chứ gì,1,True
éo nha liu liu,1,True
Dm quảng cáo :)),1,True
"Mõm l*n gì mà mồm điêu thế, đúng là khẩu nghiệp của làng hài!",1,True
"Cố gắng từ chiếc xe đạp cùi bắp lên được xe ba gác, toàn nói như cái l*n",1,True
"Bảo sao ung thư ở Việt Nam ngày càng nhiều, chán!",1,True
Mặt cứ như thằng điên,1,True
"Đ*o mẹ chúng nó bán sạch rồi, còn đâu của mình nữa",1,True
Em làm gì có cơ hội 😞,1,True
"Ngọc Hải ơi, biểu tượng con c*c gì của mày thành trào lưu bên Hàn Quốc rồi kìa..",1,True
"Mày nói chuẩn vcl, nói như bò nhai rơm, bảo dân ngu lại tự ái.",1,True
Trần Trung Tín vãi cả l*n kkk,1,True
"Đ*o mẹ, cmt tục vãi cả lồn😂😂.",1,True
Nghe cái nhạc dạo đầu ám ảnh vl anh ạ:>> mất ngủ là có thật🤦🏻‍♀️,1,True
Nổ như bom nguyên tử.,1,True
Đ*o tin nổi luôn =)))))))),1,True
"Đ*o mẹ, cái nhạc 🤣",1,True
Hoàng Đức Ngọc đùa cái lồn chứ đùa =)),1,True
Già đầu mà vẫn thích thể hiện à =))?,1,True
Thanh niên non choẹt.,1,True
Thông minh mà muốn lo cho dân giàu thì chỉ có vào bóc lịch thôi..!!,1,True
"Công cha như núi Thái Sơn, nghĩa mẹ như nước trong nguồn chảy ra. Rảnh thì về mà lo cho mẹ với cha, tao phục sát đất mả cha chúng mày =)))))",1,True
Đang họp mà giấu như mèo giấu cứt. ĐM.,1,True
Nổ tung loe để lừa tiền thiên hạ.,1,True
"Đinhh Thị Hoàii Thuu, mày mau cút xéo đi ngủ",1,True
Tao sôi máu quá đi à!,1,True
Hôm nay admin mày chửi hay đấy! Im lặng đáng sợ vãi,1,True
"Địt mẹ. Ông chú tao được bạn cho cái hộp quẹt zippo hơn trăm đô. Lúc nhận thì chỉ có cái hộp, bọn mất dạy lấy trộm cả quẹt rồi",1,True
Diễn tập chống khủng bố ở Sài Gòn.,1,True
"Dkm, chán vcl",1,True
Nguyễn Hạnh có nhiều tiền để làm gì?? Để đi rước dịch về cho nước nhà :((,1,True
"Nhị Thắng chốt hạ câu được lên top luôn, vãi cả chưởng😂",1,True
"Chúng nó bảo ngày đấy là ""giải phóng"" miền nam 🤣",1,True
Vcl thật sự luôn á.,1,True
"Má ơi, vãi cả linh hồn.",1,True
Chắc chắn là quay clip 18+ ngon ơ luôn.,1,True
Chắc chắn là làm được mấy cái phim cấp 3 rồi.,1,True
"Tao không hiểu sao tao lại đéo quan tâm đến mấy chuyện chính trị nữa, cái gì tới thì kệ mẹ nó, cứ làm điều mình thích thôi.",1,True
"Tao chả hiểu sao tao lại hết quan tâm đến mấy cái drama chính trị nữa, cứ thích gì làm nấy, kệ cha thiên hạ.",1,True
Nhảm lồn.,1,True
Tào lao hết sức.,1,True
"Bọn phản động ba que mà cứ lôi ảnh Vịt Tần ra chối à? :)) Xong giờ lại lôi ảnh ra cà khịa trong khi biển số xanh là xe gì, được ưu tiên ra sao cũng đéo biết :)) ngu vcl.",1,True
"Mấy thằng ba que cứ lôi ảnh Vịt Tần ra để bào chữa :)) Giờ lại đi bêu rếu trong khi xe biển xanh là xe gì, được ưu tiên ra sao cũng không thèm tìm hiểu :)) Đúng là ngu hết phần thiên hạ.",1,True
"Trường hợp này ở chỗ khác tao không biết kêu là gì, chứ ở chỗ tao thì gọi là khùng á.",1,True
"Chỗ khác gọi là gì không biết, chứ chỗ tao thì cứ gọi là điên.",1,True
"Cai du ma deo bit dang song trong cai thoi ky gi,ma lam alibaba the ko bit.",1,True
"Chả hiểu đang sống thời buổi gì nữa, mà làm như alibaba thế này không biết.",1,True
Lưu Bảo Toàn đọc hại não vcl.,1,True
Đọc Lưu Bảo Toàn não tàn luôn.,1,True
Má nứng quá aiu ơi.,1,True
"Trời ơi, tao thèm quá đi.",1,True
Xấu người xấu nết nhìn là biết cái miệng đẻ ra trước (khẩu nghiệp).,1,True
"Xấu cả người lẫn nết, nhìn cái mặt là biết cái mồm đi trước rồi.",1,True
Ý thức như qq.,1,True
Ý thức như shit.,1,True
Hề già.,1,True
Đồ hề già.,1,True
Hay lắm nó đi họp cổ đông bị virus thì chết trùm !!! oke hay lắm nghèo khổ có nhau.,1,True
"Tuyệt vời, nó đi họp cổ đông rồi dính virus thì chết sặc gạch !!! ok, hay lắm, nghèo khổ có nhau.",1,True
Đĩ mẹ nó lại hỏng mạng🙂.,1,True
"Đụ má, lại mất mạng🙂.",1,True
"Ngứa ngáy vl, muốn hóa luôn.",1,True
"Sân bay Long Thành thiết kế có hẳn 2 đường băng, nhưng mà bọn nó tham nhũng nhiều quá nên mới đội giá lên 16 tỷ đô. Thế mà vẫn còn thắc mắc được.",1,True
"Cô ba gãi lông lồn, còn mình thì cạo cả bàn thờ nhà nó luôn.",1,True
Cái lồn cát khô vcl 😂,1,True
"Nguyễn Sơn mày bị điên à mà ghét thầy Ba thế, tút nào cũng thấy cmt?",1,True
"Hết thời rồi, giờ xuống núi lấy thun bắn l*n thôi :v",1,True
Ngu + hối lộ + được cấp quyền = loạn ngôn.,1,True
Nguyễn Văn Huân sống chậm làm cái đ*o gì?,1,True
Quá ngu luôn =))),1,True
Trang này đúng là trang phản động -_- vì ad toàn nói đúng.,1,True
"Phí cả thanh xuân ra, thời gian bố mày chờ chắc tán đổ con khác lâu rồi =))",1,True
":v Tự do ngôn luận cái đ*o gì. Cán bộ chửi dân, sỉ nhục dân như chó thì không sao, dân mà phê bình cái thì bị phạt!",1,True
Bên Mỹ thiếu viện tâm thần à?,1,True
Ngáo đá thế.,1,True
Không hèn thì lấy cứt nuôi bụng bầu à?,1,True
"Ơ hay, tụi nó thích giết ai thì giết à, bắt người khác chết thay tội phạm? Bọn tội phạm chính hiệu đáng chết, phải chết nhiều mạng mới bõ. Còn thằng luật sư có bằng chứng mà giấu, không tố tội phạm thì thành đồng bọn giết người oan uổng... Chính cái thằng luật sư đó phải bị chặt đầu đầu tiên...",1,True
Coi chừng quả báo đến đấy.,1,True
Nhìn như cave luôn :)),1,True
Nay hơi chậm trễ :)) cailozcatkhong,1,True
"Nói như đúng rồi, cứ ra rả bảo vệ môi trường, nhưng tao vẫn cho nhiệt điện vào đấy, tụi bây làm gì tao? =))) Đúng là đừng tin vào những gì chúng nói.",1,True
TPHCM đấy. Sài Gòn không như vậy đâu.,1,True
Dân đói khổ. Mà tại sao còn ăn chặn tiền của dân nghèo vậy trời?,1,True
"Lỗ đít đây, chơi không?",1,True
"Không biết phân biệt tốt xấu! Nói chung chung nhưng nghe 10 đời chồng thì khiếp thật, chẳng lẽ 10 lần chồng đều là lỗi của chồng! Phải xem lại nếu ai còn khen! Miền tây  2 đời chồng còn được, chứ 10 đời thì đúng là kinh khủng khiếp.",1,True
"Nhai đi nhai lại, không thấy chán à?",1,True
Mặc đồ như cái gì vậy.,1,True
"Mấy thằng cứ bảo là hư cấu hay chửi ad, thì nghe này: chuyện mất đồ ở sân bay đâu phải 1 lần, mà cả trăm lần rồi, chắc lũ chúng mày bị điếc với mù nên đéo biết :))",1,True
Giáo án cái gì đây?,1,True
Vãi cả...,1,True
Nhìn mà muốn sờ chim vl (((:,1,True
"Đm, cay cú đến tận óc rồi mà éo dc chửi, tức muốn nổ tung, khác gì nuốt ... thơm lừng.",1,True
"Mặc đồ chả giống ai, cũng chả giống con gì luôn, cứ gọi là độc nhất vô nhị.",1,True
Chọc ngoáy Pew vl,1,True
"Đéo hiểu chúng nó nghĩ cái gì nữa. Chấp hành thì tốt, lại còn giúp nhà nước. Giờ thì thêm quản với ngồi bóc lịch nữa thì toang.",1,True
"Cái gian hàng trong nhà ga thôi, chứ đéo phải cả cái nhà ga đâu nhá, ngu vãi, ngu cả lũ.",1,True
Phá hết cho rồi chết. Đời đúng là mong manh dễ vỡ.,1,True
"Đánh đấm cái gì mà trúng có 20k, xao lol :))",1,True
"Đéo ai thèm làm, vì chúng nó biết bản thân như nào rồi.",1,True
Thèm tí không kkkkk,1,True
Mẹ kiếp,1,True
Con bóng sa đéc,1,True
Nhục mặt chửi nhau xong giờ thuê người chửi để con vợ trả tiền kaaaaaa,1,True
"Chúng nó toàn chọn tôm hùm, cá mú khơi,... chứ đéo thèm chọn cá gần bờ đâu.",1,True
"Được tiền thì tao hiểu, con đy me.",1,True
Lừa đảo nhau kekeke,1,True
"Đánh trúng con mẹ gì mà được có 20k, xao lol :))",1,True
Mẹ kiếp. Sao bắn không trúng? Để tao bắn cho phát xem có lòi phèo ra không. Cạn lời luôn,1,True
"Mệt mỏi, muốn nói thì nói mẹ đi",1,True
Đồ súc vật,1,True
Nhìn mặt là biết Đai Du rồi... chứ đại gia gì... vàng da thì có.. nói vậy thôi,1,True
Đồ ngu,1,True
Ngay cả mở nắp bồn cầu cũng nên đái nhẹ nhàng và lịch sự thôi. Đm mà rớt vài giọt ra mép bồn cầu t nhìn mà tức nhức nách,1,True
Hết nói nổi 😥😥,1,True
Kệ xác nhà chúng nó chứ liên quan gì?,1,True
Thêm chữ đ*t mẹ mày vào nữa :)),1,True
"Minh Nhật không chết vì dịch, chết vì nổ đt🤣🤣🤣🤣🤣🤣",1,True
dm hôm nay đường 3m cũng có CA đứng @@,1,True
Review đề thi toán chiều nay: phòng thi nóng vcc được cái giám thị xinh và đề cũng dễ( hơn năm ngoái ) nên cũng khá ok,1,True
"Đình Quang đm, anh đẹp trai vãi chưởng, anh mà xấu thì làm gì có đứa nào dám bước chân ra đường hả anh?",1,True
"Đình Quang đẹp trai vl, nếu anh xấu thì chắc chắn chẳng ai dám ra ngoài luôn á.",1,True
Khiếp quá!!!! Vô văn hóa thật sự!!! Điên.,1,True
Trời ơi khiếp thật!!! Vô văn hóa quá đi mất!!! Điên rồ.,1,True
Lại đéo cay cú gì à.,1,True
Lại không cay cú nữa hả.,1,True
Đcm tướng mà bây giờ đi chơi lô tô để mà hy vọng. Vãi cả...,1,True
Đm tướng mà giờ đi chơi số đề để mà hi vọng. Vãi cả...,1,True
Clm nó dơ như chó rách luôn á.,1,True
"Trời má ơi, nó dơ như chó rách vậy á.",1,True
Quần gì mà nhìn vào thấy mất nết dễ sợ.,1,True
Quần gì mà nhìn vào thấy hư hỏng dễ sợ luôn.,1,True
Tất cả cũng chỉ vì mấy thằng bụng phệ óc bã đậu quản lý thôi.,1,True
Tất cả cũng chỉ vì mấy thằng bụng bự óc bã đậu quản lý hết.,1,True
"Ngu chưa từng thấy, đi mua đồ phế thải về xài made in tàu khựa, đất nước ngu đâu không nói là do lãnh đạo ngu ngốc.",1,True
"Ngu chưa từng thấy, đi mua đồ bỏ đi về xài made in tàu khựa, đất nước ngu đâu không nói là do lãnh đạo ngu ngốc luôn.",1,True
Ánh sáng của đảng sẽ giết mày.,1,True
Ánh sáng của đảng sẽ tiễn mày lên đường luôn.,1,True
Má coi y chang như nó nhìn mình nó chửi vậy. lol,1,True
"Má ơi, y chang như nó đang nhìn mình rồi chửi mình luôn á. lol",1,True
Thứ bóng dơ.,1,True
Đồ bóng dơ.,1,True
Nhìn giả tạo vcl.,1,True
Nhìn giả trân vl luôn.,1,True
Bị đấm gãy cmn răng.,1,True
Bị đấm gãy hết răng luôn rồi.,1,True
Quả mồm sang đéo chịu được kk.,1,True
Mồm sang chảnh đéo chịu được luôn kk.,1,True
HN Thu Nguyên nhiều cái siêu z mà thiếu cái siêu thoát thì phải 😂😂,1,True
HN Thu Nguyên nhiều cái siêu thiệt mà thiếu cái siêu thoát thì phải 😂😂,1,True
Mẹ mày cứ thích gây ảnh hưởng đến anh em tao thế nhở?,1,True
"Thôi xong, dính chưởng cộng sản rồi.",1,True
Tiên tri gì mà não tàn thế?,1,True
