free_text,label_id,is_synthetic,temp_id,quality_score
"Thằng mặt lợn này mở miệng ra là nói xàm, đúng là loại não tàn, phí cơm gạo nuôi!",2,True,121,5
Mày não chó hay gì mà phát ngôn ngu dốt hết phần thiên hạ thế?,2,True,122,5
Cái loại mặt dày không biết nhục như mày thì chó nó cũng chê!,2,True,123,5
"Mày ngu như bò lại còn bày đặt bố đời, cút về chui gầm váy mẹ đi thằng vô dụng!",2,True,124,5
Cái loại mặt l*n như mày thì chỉ xứng đi ngửi đ*t chó thôi chứ nói gì đến chuyện làm người!,2,True,125,5
"Mày nói đạo lý như đúng rồi, mà nhìn lại cái nết thì thối nát hơn cả cống rãnh.",2,True,126,5
"Đần độn như mày thì có chết cũng chẳng ai thèm chôn, phí đất.",2,True,127,5
"Cái lũ quan chức ăn bẩn, sống bẩn, chết cũng bẩn thỉu thôi!",2,True,128,5
"Mấy thằng rác rưởi chỉ giỏi nói phét, bốc phét là số 1, còn làm thì như đấm vào đít!",2,True,129,5
"Cái lũ ăn hại chỉ biết đục khoét của dân, đúng là súc vật đội lốt người.",2,True,130,5
"Mày câm mồm đi thằng não phẳng, phát biểu toàn thứ rác rưởi ai mà nghe.",2,True,131,5
"Mấy đứa chỉ giỏi há miệng chờ sung, sống làm gì cho thối đất!",2,True,132,5
"Loại người giả tạo, mồm nói đạo lý mà bụng đầy cứt chó, đúng là súc vật đội lốt người.",2,True,133,5
"Cái lũ óc chó vô dụng, đéo hiểu sao mẹ mày đẻ ra được thứ rác rưởi như mày.",2,True,134,5
"Địt con mẹ cái bọn làm ăn như lồn, bảo sao đất nước không phát triển được.",2,True,135,5
Cái loại não phẳng như mày thì hiểu cái đéo gì mà sủa?,2,True,136,5
"Đồ chó ghẻ bẩn thỉu, cút xéo khỏi đây ngay!",2,True,137,5
Mày bị thiếu i-ốt từ trong bụng mẹ à mà giờ ngu vậy?,2,True,138,5
"Mày sống chỉ tốn không khí, đúng là đồ ăn hại của xã hội.",2,True,139,5
"Cái loại súc vật óc bò, ăn bám đéo biết nhục.",2,True,140,5
"Mày đúng là thứ chó đẻ, sống sao cho vừa lòng đất!",2,True,141,5
"Thằng óc chó, câm mẹ cái mồm lại đi, đừng có sủa những lời vô nghĩa ở đây nữa.",2,True,142,5
"Đồ vô học não tàn, cút về chui vào cống mà sống, đừng có bày đặt làm người.",2,True,143,5
"Mày ngu đến mức chó nó còn phải lắc đầu, có khi nào não mày bị băm ra cho lợn ăn rồi không?",2,True,144,5
"Cái miệng thối hơn cống rãnh của mày có khi nào im được một phút không, đồ ăn bám xã hội?",2,True,145,5
"Cái loại mặt dày, não tàn này chỉ biết phá hoại, làm lũng đoạn đạo đức xã hội. Đúng là lũ sâu mọt!",2,True,146,5
"Mấy đứa khốn nạn, ăn bám của dân, miệng nói lời nhân nghĩa nhưng tay thì bẩn thỉu. Cút hết đi cho đỡ chật đất!",2,True,147,5
"Cái lũ súc vật này chỉ biết cúi đầu liếm đít ngoại bang để đổi lấy chút bổng lộc dơ bẩn, không bằng chó hoang.",2,True,148,5
"Mặt dày hơn cả bê tông cốt thép, nói láo như cuội, lũ vô lại này chỉ tổ làm dơ bẩn đất nước.",2,True,149,5
Não mày chắc làm bằng bã đậu nên mới nói ra mấy cái câu ngu xuẩn vậy.,2,True,150,5
"Mày đúng là thứ mặt dày vô sỉ, sống chỉ biết hại người chứ chẳng làm được tích sự gì.",2,True,151,5
"Đám quan chức chó má này chỉ biết đục khoét của dân, bòn rút từng đồng rồi ung dung hưởng thụ trên mồ hôi nước mắt của người khác.",2,True,152,5
"Cái lũ đầu óc rỗng tuếch, chỉ giỏi ba hoa chích chòe, có phúc cho dân một tí thì làm không xong mà phá thì nhanh hơn chó chạy.",2,True,153,5
"Cái thứ mặt mũi ngu đần như mày thì có hít thở cũng chỉ làm tốn không khí, đúng là gánh nặng cho cả dòng họ.",2,True,154,5
"Mày có cố gắng cỡ nào cũng chỉ là con chó chui gầm giường thiên hạ, cái nết hèn hạ bẩn thỉu của mày rồi sẽ làm thối cả mồ mả tổ tiên.",2,True,155,5
"Đồ óc chó, cút mẹ mày đi đừng làm bẩn mắt tao nữa!",2,True,156,5
"Mày là cái loại khốn nạn, diễn trò lừa bịp thiên hạ, chết mẹ mày đi cho xã hội đỡ thối!",2,True,157,5
"Mẹ kiếp cái lũ sâu bọ ăn hại, chỉ biết bòn rút của dân cho đầy túi!",2,True,158,5
"Địt mẹ bọn chó săn, cả đời chỉ biết liếm đít ngoại bang rồi về đàn áp dân mình!",2,True,159,5
"Thứ óc chó nhà mày chỉ biết sủa bậy, sống tốn cơm tốn gạo.",2,True,160,5
"Mày còn thua cả con gián, chỉ giỏi chui rúc bưng bô.",2,True,161,5
Mày đần độn đến mức nào mà không tự suy nghĩ được vậy? Đúng là cái loại óc chó chuyên đi phá hoại!,2,True,162,5
Cái lũ vô dụng chỉ biết hóng hớt rồi sủa bậy như chó hoang thì câm mẹ mồm đi!,2,True,163,5
"Cái lũ óc chó, chỉ biết đục khoét xã hội chứ làm được cái quái gì ra hồn?",2,True,164,5
"Thứ mặt người dạ thú, sống bẩn thỉu chỉ làm vấy bẩn môi trường xung quanh.",2,True,165,5
"Mày câm mẹ mồm đi, nói toàn ba cái thứ nhảm nhí, đần độn như mày thì biết cái quái gì mà sủa?",2,True,166,5
"Cái lũ óc chó vô dụng, chỉ biết ăn bám với phá hoại chứ làm được tích sự gì cho đời đâu.",2,True,167,5
"Cái lũ súc vật chúng mày chỉ giỏi cắn xé nhau thôi, bộ não toàn bã đậu hết rồi à?",2,True,168,5
Thằng/Con này chắc ăn cứt mà lớn hay sao mà mở miệng ra toàn rác rưởi thế?,2,True,169,5
"Mày não như hạch mà cứ thích gáy to, mở miệng ra là toàn mùi cứt thối.",2,True,170,5
"Cái loại đĩ mồm điêu ngoa, bán rẻ lương tâm vì vài đồng bạc lẻ, không bằng con chó rách.",2,True,171,5
"Cái lũ ngu này toàn làm chuyện trái khoáy, có ngày ăn đấm sưng mồm.",2,True,172,5
Mày có bị thiểu năng không mà cứ bô bô mấy câu vô nghĩa như vậy?,2,True,173,5
"Cái lũ quan chức chỉ biết đục khoét của dân, ăn bẩn hơn cả chó tha phân về tổ.",2,True,174,5
"Mấy thằng đầu óc bằng quả nho còn bày đặt lãnh đạo, đất nước này nát bét là phải.",2,True,175,5
Mày ăn cám hay gì mà óc cứ như cái bã đậu thế đéo nào?,2,True,176,5
"Thôi bớt xạo lồn đi, cái nết như cục cứt chó mà bày đặt thanh cao cái đéo gì.",2,True,177,5
"Đồ vô dụng, sống làm gì cho chật đất!",2,True,178,5
"Bọn óc chó, nhìn cái mặt đã thấy ngu dốt rồi!",2,True,179,5
"Đám quan chức óc chó đó chỉ giỏi vơ vét, không có nổi một ý tưởng tử tế cho dân.",2,True,180,5
"Mặt mày đã như cứt mà còn bày đặt làm sang, đúng là rác rưởi của xã hội.",2,True,181,5
"Mày đúng là đồ vô học, cái não chứa toàn bã đậu hả con chó?",2,True,182,5
"Cái loại mặt lồn, chỉ biết ăn hại báo cô, cút mẹ mày đi!",2,True,183,5
"Cái đồ ngu như bò, đã không biết làm thì ngậm mẹ cái mồm vào, đừng có mà phán xét lung tung!",2,True,184,5
"Đám rận chủ mồm thối suốt ngày bôi nhọ đất nước, đúng là loại súc vật vô ơn!",2,True,185,5
Cái loại óc chó như mày thì làm được cái đéo gì ngoài phá hoại?,2,True,186,5
"Mặt lồn như mày thì chỉ xứng đáng ăn cứt thôi, đừng có mà lên mặt dạy đời.",2,True,187,5
"Địt mẹ cái thằng mặt lồn ngu như chó, sống trên đời chỉ tổ ăn hại tài nguyên.",2,True,188,5
"Mày cái loại lươn lẹo, dối trá, cút mẹ mày đi đừng có bày đặt dạy đời.",2,True,189,5
"Tư duy mày như củ khoai tây mọc mầm, vừa thối vừa độc, chỉ giỏi làm bẩn không khí thôi.",2,True,190,5
Mày có nghĩ não mày là bãi phân trâu không mà toàn ra rác rưởi thế?,2,True,191,5
"Mặt lồn như mày chỉ tổ làm ô uế không khí, câm mẹ cái mồm lại đi đồ súc vật vô học.",2,True,192,5
Não mày chắc làm bằng bã đậu trộn cứt gà nên mới phát ngôn ngu dốt và hôi hám như vậy.,2,True,193,5
"Cái lũ quan chức chó má, chỉ biết vơ vét của dân, ăn trên ngồi trốc rồi phán bừa.",2,True,194,5
"Đúng là thứ ngu độn, có mắt như mù không thấy sự thật, chỉ giỏi bưng bô nịnh bợ.",2,True,195,5
Cái lũ đầu rỗng não tàn này chỉ biết sủa bậy thôi.,2,True,196,5
Thằng chó này cứ lên mạng gáy như đúng rồi trong khi ngoài đời thì như con cặc.,2,True,197,5
"Đám quan chức thối nát, bóc lột của dân nghèo, đến khi đất nước có biến thì chạy như chuột cống.",2,True,198,5
"Cái lũ vô dụng chỉ biết ăn bám, đến thở cũng thấy tốn không khí.",2,True,199,5
"Mày sống đến từng này tuổi mà chỉ biết ăn hại với phá hoại, đúng là cái loại vô dụng hơn cả con chó.",2,True,200,5
"Cái lũ quan chức tham nhũng, ăn hết của dân rồi còn bày đặt làm màu đạo đức giả, đúng là một lũ súc vật khốn nạn.",2,True,201,5
"Thằng ngu này làm cái gì cũng hỏng, đúng là óc chó không hơn không kém.",2,True,202,5
"Mồm thì thao thao bất tuyệt đạo lý, nhưng hành động thì như cái đống cứt!",2,True,203,5
"Cái lũ đầu óc toàn bã đậu, miệng thì leo lẻo đạo đức nhưng tay vẫn bẩn thỉu vét sạch của dân. Đúng là một lũ chó đẻ!",2,True,204,5
"Bọn mày cứ tha hồ múa may quay cuồng trên đống cứt vàng, đến khi cả hệ thống mục nát đổ sập thì đừng có mà khóc lóc kêu oan. Loại sâu bọ!",2,True,205,5
"Não mày chắc làm bằng bã đậu, nói ra câu nào thối hoắc câu đấy.",2,True,206,5
"Cái loại mặt lồn nhà mày sống chỉ tổ chật đất, đéo làm được cái tích sự gì.",2,True,207,5
"Cái loại não bằng hạt đậu mà bày đặt thể hiện, về mà gặm cỏ đi.",2,True,208,5
"Ăn không nói có, đổ vỏ cho người ta, đúng là lũ súc vật đội lốt người.",2,True,209,5
"Mấy thằng quan chức chỉ giỏi bòn rút của dân, óc chó thì ngu mà cứ thích ra vẻ đạo đức giả.",2,True,210,5
"Đúng là lũ súc vật ăn bám xã hội, chửi đổng như chó mà có làm được cái đéo gì đâu.",2,True,211,5
Não mày chắc được làm từ bã mía hay sao mà rỗng tuếch thế?,2,True,212,4
Thà đẻ ra cục cứt còn có ích hơn đẻ ra loại như mày.,2,True,213,5
Cái lũ vô dụng chỉ biết sủa bậy như chó không bao giờ làm nên trò trống gì.,2,True,214,5
Địt mẹ cái bản mặt ngu si của mày nhìn thôi cũng đủ thấy ghét rồi.,2,True,215,5
"Mấy cái thằng não tôm cứ ra vẻ ta đây hiểu biết, cuối cùng cũng chỉ là một lũ ngu dốt chỉ biết sủa bậy.",2,True,216,5
"Cái lũ chó má này chỉ giỏi bòn rút xương máu dân đen, miệng thì rao giảng đạo đức nhưng tay thì bẩn thỉu tham lam.",2,True,217,5
"Mấy cái thằng lãnh đạo miệng thì hô hào xây dựng đất nước, tay thì bòn rút của công, đúng là lũ khốn nạn hơn cả súc vật.",2,True,218,5
"Cái đám dlv ngu học kia đúng là chỉ giỏi xuyên tạc, bôi nhọ, đéo biết nhục là gì, xứng đáng bị tẩy chay khỏi xã hội.",2,True,219,5
"Đầu óc mày chỉ toàn bã đậu hả, suy nghĩ cái gì cũng như trẻ con lên ba.",2,True,220,4
Miệng mày chắc toàn bãi rác nên mới phun ra mấy lời thối tha như vậy.,2,True,221,5
"Đồ chó đẻ, sống có ích được ngày nào chưa mà sủa như đúng rồi vậy?",2,True,222,5
Cái loại óc cứt như mày thì cút mẹ đi cho đỡ chật đất.,2,True,223,5
"Cái lũ óc chó này làm cái đéo gì cũng hỏng, cút hết đi cho đỡ chật đất!",2,True,224,5
"Thằng mặt lồn này chỉ giỏi mồm mép, làm ăn thì như cứt, đúng là đồ vô dụng!",2,True,225,5
"Thế kỷ 21 rồi mà vẫn có lũ mọi rợ chỉ biết phá hoại, đúng là loài kí sinh trùng của xã hội!",2,True,226,5
"Mấy đứa chỉ biết sủa bậy trên mạng thì im đi, cái não rỗng tuếch thế kia đòi lên mặt dạy đời ai?",2,True,227,5
"Mấy thằng quan chức chó má, ăn trên ngồi trốc mà óc như trái nho, chỉ biết tham nhũng hại dân thôi!",2,True,228,5
"Đám súc vật bưng bô này đúng là không có liêm sỉ, hở tí là sủa bậy, bóp méo sự thật như chó!",2,True,229,5
"Thằng nào làm content xàm lồn như vậy thì nên về bú cu mẹ mày đi, đỡ tốn thời gian của bố mày.",2,True,230,5
"Địt mẹ cái lũ óc chó lên nắm quyền chỉ biết ăn với phá, có ngày dân nó phang vỡ đầu hết bây giờ.",2,True,231,5
"Cái thứ vô dụng ăn hại, sống trên đời chỉ tổ chật đất thôi đồ con lợn!",2,True,232,5
"Não mày chắc bằng hạt đậu phộng, toàn chứa sạn với bùn lầy thôi nên mới nghĩ ra mấy cái trò ngu si đó!",2,True,233,5
Mày não bằng bã đậu à? Nói chuyện ngu như bò.,2,True,234,5
"Cái mặt mày nhìn như đống cứt trôi sông, bẩn thỉu từ trong ra ngoài.",2,True,235,5
"Mồm thì nói đạo đức, tay lại bòn rút của dân không trượt phát nào, lũ khốn nạn.",2,True,236,5
"Cái lũ vô dụng chỉ biết ngồi lê đôi mách, ăn bám xã hội rồi sủa càn.",2,True,237,5
"Mày não bằng bã đậu hay gì mà cứ mở mồm ra là toàn sủa mấy câu vô nghĩa, đúng là loại mồm chó vó ngựa!",2,True,238,5
"Địt mẹ cái thằng mặt lợn, sống thì không ra hồn mà cứ thích lên mạng khạc ra mấy cái suy nghĩ thối nát!",2,True,239,5
"Mấy thằng đầu đất này mà bày đặt làm quan, bảo sao đất nước cứ lùi chứ chả tiến.",2,True,240,5
"Thằng mặt l*n đó nói chuyện nghe rác tai vãi c*, cút mẹ mày đi.",2,True,241,5
"Đúng là thằng óc chó, có mỗi việc đơn giản cũng làm hỏng bét.",2,True,242,5
Cái loại mặt dày như mày thì bao giờ mới biết nhục mà cút đi chỗ khác?,2,True,243,5
Mấy thằng bò đỏ sủa bậy mãi cũng có ngày bị nhét cứt vào mồm thôi.,2,True,244,5
Cái thể loại lồn gì mà đầu óc ngu dốt đến mức này vậy trời?,2,True,245,5
"Thằng đấy óc chó hay sao mà làm gì cũng hỏng bét, đúng là thứ vô dụng!",2,True,246,5
"Mày đừng có mà sủa linh tinh, cái loại não rỗng như mày thì biết gì mà nói!",2,True,247,5
"Mày ngu như lồn, phát biểu câu nào là thấy óc cứt tràn ra câu đấy.",2,True,248,5
"Cái loại mày chỉ giỏi mồm mép, chứ óc thì bằng bã đậu, làm cái gì cũng hỏng.",2,True,249,5
"Cái loại vô tích sự, chỉ biết ăn bám với phá hoại chứ làm được trò trống gì cho đời.",2,True,250,5
"Đồ mặt dày tráo trở, sống giả dối như con chó dẫm phải cứt mà vẫn vênh váo.",2,True,251,5
"Cái lũ đầu rỗng tuếch, chỉ được cái mồm loa mép giải chứ làm ăn thì chả ra tích sự gì.",2,True,252,5
Đám vô liêm sỉ này chắc sống bằng cách hít khí giời và bán rẻ lương tâm để tồn tại.,2,True,253,5
"Đồ ăn hại, sống chật đất tốn cơm cha mẹ.",2,True,254,5
"Mặt dày như đít nồi, chỉ biết bợ đít mà đòi làm người.",2,True,255,5
"Bọn quan chức chỉ biết ăn tàn phá hoại, cái lũ chó má chỉ giỏi bóc lột dân.",2,True,256,5
"Mấy thằng báo đài cứ bưng bô, bịa đặt như lũ vịt giời.",2,True,257,4
"Mấy con chó dại bán nước, mõm thối hoắc chỉ biết sủa bậy chứ chả làm được tích sự gì.",2,True,258,5
"Đám dlv ngu si đần độn chỉ biết ngậm *** ăn tiền, não như bã đậu mà thích thể hiện.",2,True,259,5
"Đám quan tham hèn hạ, bán nước cầu vinh, rồi cũng có ngày chết không toàn thây!",2,True,273,5
"Mày đúng là đồ vô dụng, chỉ biết ăn bám chứ làm được cái mẹ gì đâu!",2,True,274,5
"Cái lũ mất dạy này, chuyên đi phá hoại chứ có làm được trò trống gì cho đời đâu!",2,True,275,5
"Đồ óc chó! Mày câm mẹ mồm lại đi, nói nhiều như lồn.",2,True,276,5
"Mày là cái thứ súc vật vô liêm sỉ, có ngày tao vả lật mặt mày ra bây giờ.",2,True,277,5
"Cái lũ lãnh đạo tham nhũng, mục ruỗng này chỉ giỏi bòn rút của dân, đúng là một lũ chó ăn bám!",2,True,278,5
